company	firm_id	gvkey	profit_assets	profit_sales	stock_return	valuation
pharsight.com	769986	138611	-0.570052652	-0.635595647	0	0.8609714909
trecora.com	9166	1712	-0.021586422	-0.028694006	0	0.3044236027
dailyjournal.com	10519	12568	0.1989162806	0.140494902	0.3124993731	1.694759679
eplus.com	9179	63986	0.105007869	0.097752014	0.7503514381	0.6684904693
statefinancialbank.com	764223	22751	0.0202508175	0.3826336871	0.6232154205	0.3273766853
cpicorp.com	1070	2555	0.2192462087	0.1274089242	0.4464490741	0.8659427966
nationalbeverage.com	6468	24463	0.168977291	0.0736766381	0.0653596409	1.1766539105
bostonprivate.com	6880	29211	0.0249360628	0.3449585548	0.2626954371	0.4046667095
ctrip.com	6423	157413	0.1141380232	0.3673040153	0	7.6217116247
caleres.com	576	2436	0.14616473	0.055987071	0.6125036726	0.8735280457
thorindustries.com	7671	10549	0.2147268783	0.0832096647	0.6359674124	2.0654546828
cohu.com	8944	3158	0.0085624972	0.0136397096	0.3208915635	1.8583167218
foundrynetworks.com	379872	124319	0.178365221	0.2937481858	2.8821022171	5.46575915
airnet.com	3264	62957	0.1550566636	0.15926606	-0.237804081	0.4919310642
poniard.com	171497	14622	-0.12697879	-0.430348495	6.6812505277	3.976197921
nextera.com	83215	120593	0	0	-0.057144127	0.7998049077
triumphgroup.com	12114	63876	0.1099438998	0.1680459725	0.1396364776	0.6424917377
stillwatermining.com	11929	31203	-0.488839945	-1	0.7887852896	1.4789439289
picoholdings.com	9527	23768	-0.034469941	-0.346918912	0.1834452435	0.6324553562
istavision.com	368879	138662	-0.503447451	-1	1.9460255789	3.2131043003
comtechtel.com	1273	3358	0.1385692542	0.1307782917	2.9989810806	1.5348773212
smithmicro.com	9381	61321	-0.072111735	-0.065825942	3.326084193	5.139196903
souplantation.com	5507	31811	0.1664666575	0.11513046	0.6049998105	0.8622352501
thinkorswim.com	3628	66325	0.0206395239	0.0074639063	0	2.6795333509
unionplanters.com	807963	10868	0.0321381251	0.4311104609	0.1689762225	0.3458130747
diazyme.com	5658	121819	-0.188929116	-0.61420656	-0.587351588	2.0987195122
synaptics.com	7045	142814	0.1211103456	0.1256889207	0.9710519479	3.0593948789
wellmaninc.com	499977	13407	0.046151133	0.0464754006	-0.214020152	0.736394699
robertmondavi.com	869234	28403	0.0801532923	0.1503005481	0.2529029225	0.8372257067
hitchesbygeorge.com	610984	28602	0.1058871555	0.1084705086	0	0
dixonusa.com	6479	4005	0.1177221867	0.0954546478	1.4880943008	0.6046053253
cubist.com	122282	63866	-0.377321867	-1	0.4823823845	3.0831882026
crbard.com	9632	2044	0.1953309693	0.230618938	0.419980268	2.5846298759
progressivegaming.net	628489	29250	0.0884201077	0.1051490692	0.5570931225	1.4787491298
southernunionco.com	3799	9867	0.044220375	0.170813466	0.1709086757	0.8434558602
west.com	5549	64055	0.2259901187	0.2322831897	0.3993975189	1.7269392133
lifelinesys.com	418067	6722	0.2741285344	0.2394562625	0.6941583418	2.510688204
mapinfo.com	673585	29661	0.0467842854	0.058547833	0.8180170838	1.2656673285
