company	firm_id	gvkey	profit_assets	profit_sales	stock_return	valuation
terreno.com	1816	183833	-0.024611332	-1	-0.046783376	0.9453632024
skylinecorp.com	2064	9761	-0.146741334	-0.140798649	0.468318723	1.2132679994
transalta.com	10883	14391	0.0966339836	0.3391273501	0.0060791756	0.9286712827
antarespharma.com	1546	63700	-0.385509544	-0.45533973	0.4912272155	8.3103004398
trecora.com	9166	1712	0.0924693066	0.0615052836	0.8399789898	1.3767925385
mesalabs.com	5266	7275	0.2442700437	0.3747092891	0.1827778262	2.4726014448
aam.com	10932	117861	0.1572799924	0.1456855015	0.6034886201	0.8959984868
nicor.com	790409	7904	0.0942733237	0.156432209	0.2363821878	0.7110210697
gardnerdenver.com	7061	30098	0.1582794714	0.1693036372	0.6239430738	1.9135761665
timet.com	319849	62984	0.1166221629	0.2038030798	0.3722071761	0
selective.com	5578	17115	0.0214132038	0.0725431714	0.1401857298	0.236354413
ultrapetroleum.com	11139	108645	0.226642452	0.74339476	-0.041916978	2.4608233529
depomed.com	9665	65944	0.0876124599	0.0929152856	0.898505787	3.8949670807
cpicorp.com	1070	2555	0.3157853666	0.1245516383	0.9144321649	1.0316804629
nationalbeverage.com	6468	24463	0.2584425796	0.1046717161	0.2444328753	2.2275413028
genvec.com	8845	111965	-0.314034287	-0.751988826	-0.533332394	1.8331791438
arthrocare.com	9897	61996	0.1806646251	0.2232743071	0.1654794503	2.0881356117
digitalallyinc.com	2288	162233	-0.170093139	-0.11879735	-0.146340457	1.6896865061
resolutefp.com	2394	2337	0.0438792622	0.0661609777	0	0.4476463108
ardengroupinc.com	902141	1728	0.2727471771	0.0836320478	-0.127455915	2.0488137687
bostonprivate.com	6880	29211	0.0055742811	0.0948220807	0.1423282317	0.2548124616
bostonscientific.com	5302	25279	0.0841467824	0.2385344607	-0.158888108	0.7660115962
caleres.com	576	2436	0.0833331731	0.0386620148	0.4401593397	0.7402076624
ohainvestmentcorporation.com	6296	162219	0.0437430767	0.5408098368	0.2272769089	0.8538648577
thorindustries.com	7671	10549	0.178822558	0.0757275131	0.0938939751	1.4860929411
hallmarkgrp.com	9937	27932	0.0239105645	0.0573601251	0.1432175295	0.3293833999
beaconfederal.com	276818	178492	0.0152187262	0.2679159065	0.2810697151	0.2958457226
dexcom.com	5328	162887	-0.555349645	-0.881186897	0.6914498224	8.3103004398
ingrammicro.com	4748	63919	0.0589635748	0.0154854794	0.093983711	0.4036580948
uns.com	6001	10757	0.1207176523	0.3132062881	0.1688193202	0.8491106158
nupathe.com	11165	184884	-0.483121157	-1	0.1526724948	3.1319210111
ilgenetics.com	9160	65930	-0.967029289	-1	-0.604650383	6.6909623431
cohu.com	8944	3158	0.1110935054	0.1260277624	0.2103254003	1.0865871496
snl.com	3211	24965	0.5037610098	0.3878852285	0.1005276006	6.7436845972
meredith.com	5468	7260	0.1331557167	0.1657397332	0.1561460821	0.9921571675
autoliv.com	3107	64690	0.2062494483	0.1629291831	0.8393863901	1.3682513902
wvtc.com	6528	11291	-0.01179463	-0.025628429	0.1401602006	1.4840697127
jbtc.com	734963	180466	0.1487461353	0.0983643798	0.2031453637	1.227214325
gartner.com	332	12441	0.150150351	0.1498245184	0.8403570238	2.649971921
centerstatebank.com	6316	142088	0.0097343164	0.1567475183	-0.211734022	0.1683809435
ctwater.com	6954	3394	0.066592821	0.4216827997	0.1718334699	0.8953290484
local.com	49416	160798	0.178262011	0.1291227403	0.1170411407	1.8809096876
pyramidoil.com	745183	8838	0.0549388523	0.1293466224	0.0058947939	2.2569482596
sinohub.com	4543	178896	0.2516915979	0.1408896097	-0.347500993	1.0305923544
poniard.com	171497	14622	-1	0	-0.703960273	2.4739293996
dailyjournal.com	10519	12568	0.1355585295	0.3207557211	0.1612909429	1.1182060481
pdf.com	4591	144437	0.0718595241	0.0797891322	0.2519461371	1.9451953895
zqpt.com	8907	2831	0.1843821123	0.4320542783	-0.037499158	1.29278926
tomotherapy.com	6691	177125	-0.10623901	-0.146588658	-0.074357593	0.7546366328
himax.com.tw	9175	270705	0.0790549046	0.0762169126	-0.060000396	0.7658460992
matrixservicecompany.com	2414	23195	0.103241482	0.0533828116	0.1436617532	0.8646727269
singingmachine.com	11051	30964	-0.442432765	-0.118296752	0	0.3874132536
bankwithsouthern.com	7241	30055	0.0187000529	0.3370001632	0.5149247191	0.2209389875
darabio.com	11880	179428	-1	0	-0.532312424	2.6904857985
usnrg.com	8249	10938	0.050623013	0.2906240801	0.0252945718	1.0587344888
genmarkdx.com	2353	184542	-0.720805624	-1	-0.242592642	1.8228204446
stillwatermining.com	11929	31203	0.1416319395	0.2317235077	1.25210979	2.6072225582
picoholdings.com	9527	23768	-0.024732059	-0.532324237	-0.028415716	1.1084487843
istavision.com	368879	138662	0.087477652	0.0750231592	0.1250000311	1.8305540077
intervestnatbank.com	498208	65971	-0.030546128	-0.579372058	-0.106707337	0.0972064607
irf.com	3900	6109	0.0598806177	0.0963736056	0.3422259786	0.9082616417
comtechtel.com	1273	3358	0.1323842402	0.181438053	-0.201408738	0.7605007866
technicolor.com	11427	125863	0.0922725466	0.1015669265	-0.529319965	0.4956819249
piksel.com	3143	141240	0.0455969999	0.1277521881	0.4581809581	1.8050588629
smithmicro.com	9381	61321	0.1283951774	0.2311016774	0.7202190651	2.3433898983
globalsources.com	7645	133525	0.1430818376	0.1642215318	0.5232001016	1.4161286292
parkvale.com	4909	16985	-0.008785598	-0.327954264	0.3417619516	0.163841604
cybexintl.com	8899	6839	0.0869997893	0.0604337961	-0.435897372	0.3176434777
campuscrest.com	2976	184885	0	0	0.1317596056	1.4370143593
blackstone.com	8244	177088	-0.0423128	-0.255620576	0.1317550535	0.7006401991
apolloic.com	5856	266257	0.0646125555	0.660403516	0.2866660675	0.9534515497
affirmativeholdings.com	840373	160181	-0.072973672	-0.12799206	-0.345588431	0.3208854652
movingaaa.com	264313	266163	-0.024019288	-0.111280749	-0.504444132	1.88723948
tesla.com	303	184996	-0.352813651	-1	0.1174986844	6.7343285623
morningstar.com	8422	160373	0.1479542521	0.28940796	0.0990906622	2.436994427
dcpmidstream.com	4944	165466	0.0775608609	0.1032081377	0.3639864964	1.2711261908
r1rcm.com	2056	183636	0.1133771738	0.0491098378	0.2528896352	5.8675828862
synaptics.com	7045	142814	0.1707344717	0.1375050982	-0.041435729	2.2617072483
rockwellmed.com	5900	66366	-0.040008656	-0.024834187	0.0273090447	3.7435442422
cheniere.com	893	176914	0.1853154474	0.8091925005	0.8256093211	3.2324105875
klaviyo.com	820719	150049	0.0321495877	0.2219857298	-0.520000581	0.4350491456
kadant.com	10971	25922	0.0935410307	0.1166615438	0.4768188866	0.925256108
riotinto.com	2956	19565	0.1936442412	0.3835418502	0.3542496651	1.3784713457
bankucb.com	10893	166747	0.0130338302	0.2851553817	0.2844140387	0.1185934782
acceleratediagnostics.com	601	21118	0.1394161748	0.3891362422	0.1785724991	1.3353877811
dexyp.com	869879	111631	0.0425966751	0.1928961049	-0.703960273	0.692928845
newgenerationbiofuels.com	11493	162064	-1	-1	-0.703960273	1.8706100286
purecyclewater.com	3662	8826	-0.015191111	-1	0.2456140595	0.575834007
newenergysystemsgroup.com	4389	150720	0.1994892553	0.232712176	0.2078116568	1.0044977225
cubist.com	122282	63866	0.1461781272	0.3250253748	0.1280985095	1.205366613
incyte.com	333	29127	0.0301686544	0.0869447486	0.8177779199	4.7692798536
kaiseraluminum.com	4550	24293	0.0508790226	0.0632934853	0.2326372547	0.8320390793
boulderbrands.com	7531	164408	0.0471826151	0.0854868639	-0.278332325	0.704374742
csst.com	11363	166028	0.1053750511	0.170985084	-0.302355851	0.71213255
crbard.com	9632	2044	0.2759577487	0.3217410485	0.1880626046	2.7669758726
sandridgeenergy.com	12224	176899	0.0780273454	0.4381026385	-0.223754261	1.1248140477
integrabank.com	490794	19024	-0.039747437	-0.763293378	0.0540531464	0.2097449133
abercrombie.com	2726	63643	0.1215971984	0.1171644997	0.6840123622	1.008655776
aluminalimited.com	1508	16560	-0.004149612	0	0.5946768957	1.8840363641
coffeeholding.com	362	160742	0.1854255363	0.0537296987	-0.095484955	0.9782804572
insperity.com	6729	64302	0.0863339118	0.033125125	0.2696315732	1.1581547182
pega.com	11035	63290	0.0693639049	0.0695456612	0.08116297	4.0430942779
delekus.com	3911	166563	0.0477896208	0.0145649164	0.0923710028	0.6044503233
altigen.com	12377	124355	-0.153749638	-0.095704416	-0.279999588	1.1940208474
novellus.com	4711	14623	0.1986256253	0.2697689967	0.3847449186	1.6627533007
broadwayfederalbank.com	3883	61815	0.018951088	0.2958864333	-0.62242567	0.2475356353
omegaprotein.com	10369	109084	0.1517163322	0.2142107523	0.8577970012	0.7899972126
checkpoint.com	5803	63185	0.1648594209	0.5413838458	0.3654062364	2.6741942561
firstharrison.com	11322	117034	0.0216831941	0.3810800311	0.1522707893	0.1564481031
spectrumbrands.com	7186	65459	0.0939667555	0.1417952631	0.138421282	0.808159688
pamtransport.com	11619	12598	0.1002307634	0.0798056591	0.0861553937	0.5532545207
energyfocus.com	11381	30614	-0.199371748	-0.11563096	0.4818278143	1.2068764111
autoweb.com	151882	119173	-0.267630577	-0.196472232	-0.139999917	1.1707691901
nuhorizons.com	51832	8017	0.0208550611	0.0085862057	0.6941772933	0.4341218712
southernunionco.com	3799	9867	0.0836618805	0.2768177041	0.0873700655	0.8276194747
riverbed.com	9467	174317	0.1105951655	0.1475061108	2.0622588213	7.2084832512
teaminc.com	7237	10353	0.1502100087	0.0876993141	0.2865523084	1.2594504678
amerityre.com	4336	63798	-0.450019755	-0.30792106	1.129032	5.4058356381
big5sportinggoods.com	4545	145041	0.1405636718	0.0614418463	-0.098211426	0.981753586
catalystpharma.com	7628	175966	-0.685645687	-1	0.5714270728	3.2929257417
stewart.com	78	10086	0.0191639371	0.013121029	0.0265964166	0.249723319
u-g.com	2473	10902	0.4359502664	0.4471325512	0.2795940828	4.5715097691
asm.com	9791	1166	0.3094284835	0.3072061657	0.3601415198	1.3082809563
wsbonline.com	8188	164365	0.0114651132	0.1608674744	0.5853656292	0.3087517952
amedisys.com	11819	30612	0.1828207643	0.14540307	-0.310700001	0.893329102
proiris.com	704	6110	0.08179422	0.0809867003	-0.172329921	1.7071910439
bankofoakridge.com	761	158313	0.0171829872	0.2692135033	-0.093332737	0.0972064607
perion.com	831	165923	0.2911386282	0.4081092993	-0.110493841	1.8161333075
onyx.com	109781	62826	0.0208844219	0.0870499052	0.2566450993	1.8261872937
lfg.com	12502	6742	0	0	0.1194714939	0.0972064607
carefusion.com	374359	183257	0.0900163666	0.1819801476	0.0275886322	0.8102996349
energyservicesofamerica.com	834250	174282	0.1361778173	0.0813374991	0.5183807336	0.575519746
kodak.com	6089	4194	0.1190895977	0.1033811048	0.2701420705	0.4305655778
dynatronics.com	1312	4124	0.0969516236	0.0443844427	-0.267386279	0.975815772
wave.com	2241	30649	-0.216693983	-0.142105869	1.7746448722	8.3103004398
cadence.com	6323	13421	0.051782906	0.0958316328	0.3789647321	1.5911406395
forwardair.com	350	29206	0.2106933566	0.1518559157	0.146031046	2.5098360646
almostfamily.com	9955	13800	0.2469301812	0.1613301516	-0.028078671	1.6262538444
alchenergy.com	7149	1308	0.0864709535	0.1410003562	0.8806348673	0.9784931056
gd.com	412214	5046	0.1387002612	0.1390377626	0.0666891419	0.9096269756
support.com	144	133825	-0.189675589	-0.402471875	1.4545487271	3.3279655213
amnhealthcare.com	5630	144520	0.0583693583	0.0476047457	-0.322296802	0.9212806034
eletrobras.com	12640	201792	0.0363108074	0.1994098381	-0.256014933	0.4152873823
vcbonline.com	8796	62472	0.0191293704	0.3462284952	0.6479996253	0.1801950287
smithfieldfoods.com	10773	9774	0.0442735021	0.0304661418	0.3581289485	0.7937403572
bobevans.com	8385	2282	0.174933756	0.1123630707	0.1687937869	1.0184292756
alphanr.com	6420	162448	0.1563106322	0.2066746895	0.3838175928	1.5421605191
bsdmc.com	826508	1951	-0.577074476	-1	1.7664631063	4.5300740041
rayonier.com	5353	5862	0.1698379584	0.3052219645	0.2996801361	2.1177299037
orange.com	2890	220940	0.1586299846	0.3245724505	-0.081275623	0.8251570242
rvlti.com	676764	29921	-0.286780259	-0.900221321	-0.397059543	2.0878554642
coinstar.com	4937	65026	0.2148402875	0.1918504394	1.0316774086	1.6831278441
stoneenergy.com	6670	28564	0.2645700945	0.6789832301	0.2349032547	0.9763043792
amkor.com	3776	110039	0.2566272121	0.2389341935	0.0349168654	0.995111191
tat-technologies.com	12327	14229	0.0411028849	0.0625791486	-0.353365112	0.4748754396
tredegar.com	1736	15459	0.1502906907	0.1177892569	0.2360498897	1.0654795621
mgcdiagnostics.com	12070	14581	0.0188952809	0.0139113667	0.2713952171	0.7413034938
williams.com	3309	163921	0.1421319797	0.3331583552	0.621646155	1.5186823865
coca-colacompany.com	4522	3144	0.1493808368	0.3101739799	0.190355403	2.3883632973
manhattanbridgecapital.com	582	120456	0.0470932853	0.3454545455	0.2718449263	0.5657368184
bankofamerica.com	372668	7647	0.0174258657	0.2941115102	-0.111754278	0.3995083104
topimagesystems.com	5362	64036	0.134384984	0.0927763992	0.5970802917	1.0739623203
renmintianli-china.com	794911	184527	0.267425451	0.4096527092	0.5664155829	1.963714873
imris.com	12311	178774	0.0286263359	0.045878336	0.154618	2.1788669467
parkebank.com	10299	151544	0.0235911069	0.40220305	0.2956282575	0.1801189343
lancastercolony.com	6537	6573	0.3331724793	0.1849219389	0.1778380398	2.5629410712
advancedphotonix.com	3119	23616	-0.015803815	-0.017888493	1.3478261551	0.8324359673
tradestation.com	5545	65521	0.0119912175	0.1481251745	-0.144486134	0.165474282
pctel.com	288	125014	0.0099107724	0.0186848413	0.013513026	0.8403170834
htgc.com	1221	160541	0.0681813185	0.6698459647	0.0845756149	1.0487661502
symantec.com	4158	15855	0.1589209402	0.298245614	-0.064281007	1.3692258725
echostar.com	9691	179202	0.0966252128	0.1579479648	0.2398192517	0.6615731464
internationalabsorbents.com	833004	15416	0.1746703465	0.1647433116	0.0261435072	1.0718337933
goldenflake.com	1868	5210	0.198254685	0.0659758177	-0.03475796	1.0086259738
emeritus.com	3058	61584	0.0559772928	0.1452865505	0.0512003605	1.1072329933
rjet.com	11449	147639	0.0933034945	0.1529021714	-0.008130907	0.6738355569
landec.com	5913	62169	0.0752808484	0.0632639868	-0.041666817	0.9377917751
gpstrategies.com	8219	7759	0.1285890522	0.0906296407	0.3598942924	1.0457660648
bankmutualcorp.com	7967	140983	-0.003840162	-0.064979239	-0.286397964	0.1422591478
gsr.com	11892	20488	0.1541309244	0.2854887877	0.4711540069	1.6393540373
tiinetworktechnologies.com	9929	10286	0.1164207576	0.1097471467	1.2239992448	0.7891836337
cantelmedical.com	6673	2942	0.1571375127	0.1609880563	0.1662307574	1.0291489142
chinanutrifruit.com	805212	129438	0.3871881685	0.3748371436	-0.345132113	1.8858738366
trimble.com	4903	22815	0.1139535656	0.1644121777	0.5845212183	2.6687388826
vaughanfoods.com	5401	177795	0.0796592845	0.024915014	0.0075434794	0.5315315162
ampni.com	6254	165642	0.0488560159	0.0131664935	-0.619466519	0.8326061567
schange.com	2491	63938	0.0540376647	0.0715840627	0.3033516854	0.7560164254
oceanbiochem.com	10117	8073	0.2327790974	0.1501970515	0.9368215116	1.0268057912
clicksoftware.com	753	137110	0.1537825548	0.1728551514	0.1000000821	2.9549124983
hydrogenics.com	10046	140910	-0.238077082	-0.358002867	-0.595687584	0.6557744384
tri-valleycorp.com	726628	22008	-0.615306053	-1	-0.703960273	2.0737379996
colfaxcorp.com	7110	179577	0.0778581261	0.1468245548	0.5290687698	0.8627057844
omnicomgroup.com	12674	4066	0.0868951912	0.1355551126	0.1939276489	0.8332319675
umpquabank.com	6104	65228	0.011707978	0.244805694	-0.076513032	0.1641255683
mflex.com	3592	160216	0.1755154085	0.1247202526	-0.066269256	0.9352928843
dswshoes.com	847261	163601	0.164224525	0.0871799352	0.5108178433	1.2433331061
pioneersouthwest.com	905211	179739	0.4533849889	0.6909903242	0.4467429101	3.8406535028
andalaysolar.com	2429	174393	-0.946954141	-0.959320467	-0.622399825	2.5416883413
paramountnevada.com	9348	126036	-0.191309791	0	1.7517200445	3.0886504921
belo.com	245457	2150	0.1519495218	0.3515576924	0.3014711658	1.0234572652
fisglobal.com	11192	165993	0.1082560127	0.2956114303	0.1774968491	0.9505247214
myrepublicbank.com	4317	18040	-0.000301336	-0.006118476	-0.428571361	0.0983062834
cincinnatibell.com	10391	3036	0.1890262285	0.3642701525	-0.188406163	1.2182713295
asgr.com	1131	24669	0.1269479714	0.0357225017	-0.031171441	0.7921517332
unitybank.com	8230	62243	0.0142556909	0.2375977517	0.536067878	0.1895034885
biglots.com	2027	12123	0.2341728896	0.0827097224	0.0510690044	1.3961651951
community1.com	7586	30328	-0.048367588	-0.808379604	-0.703960273	0.1477251784
interdigital.com	4644	6100	0.294975207	0.6539127349	0.5677708921	2.1444183284
perceptron.com	2161	25676	-0.034692899	-0.043017971	0.4969688185	0.6098464108
gastar.com	6004	140194	0.0664114299	0.3840955855	-0.102297623	1.1156962547
statestreet.com	313	10035	0.0307840877	0.5085426101	0.0653719719	0.3478843834
firstcloverleafbank.com	7614	160781	0.0175852653	0.3651894391	-0.040452052	0.17406793
halladorenergy.com	6433	19129	0.2616358805	0.3785803431	0.0609743123	1.7165750225
telus.com	204	2408	0.1896525333	0.3801002147	0.4685487358	1.0203727869
delcath.com	3364	140023	-0.598521096	0	0.917805866	8.3103004398
igt.com	12006	6097	0.1843024707	0.3716284219	-0.043686399	1.4928487647
colonybank.com	1543	66504	0.0120345735	0.223321308	-0.125812508	0.1421464766
buffalowildwings.com	4971	157218	0.2512008455	0.1558011662	0.0888996591	2.0998270046
cnutg.com	8504	163819	0.2203508421	0.2013005648	-0.396450835	0.8694356111
aroundworld.net	539262	14417	0.1465974411	0.1133704256	0.3696680941	0.9562425366
approachresources.com	3882	178798	0.0775256664	0.5561730432	1.9922272083	1.5784581531
penskeautomotive.com	384	63847	0.0709078409	0.026936175	0.1475611408	0.9491730863
friedmanindustries.com	12445	4903	0.0457467093	0.0456764724	0.6225139278	0.5992783553
enzo.com	3240	4418	-0.133046987	-0.15793865	-0.018587512	1.5231151026
victorystatebank.com	2384	66098	0.0262439746	0.4842732763	-0.01095798	0.0972064607
lifestorage.com	8142	60914	0	0	0.0818767773	1.2709702237
realtyincome.com	605	30822	0	0	0.3935767399	1.6928200951
akamai.com	156	179648	0.1071052575	0.1849813225	0.1610163318	1.8182089681
syntapharma.com	452793	162770	-0.646697616	-1	0.2094849369	5.045920802
mmc.com	8069	7065	0.1199869366	0.1741232227	0.2814253542	1.163392776
jbhunt.com	1130	5783	0.2781761365	0.1438484665	0.2818343182	2.8609513881
omegahealthcare.com	649	25633	0	0	0.2312355892	1.5244057505
aeropostale.com	897	147661	0.5037610098	0.1952984277	0.085462877	2.6012402611
ascenaretail.com	5373	4072	0.1804434868	0.1256963889	0.1442189655	1.1885186616
firstfinancialholdings.com	744464	16836	-0.006413152	-0.084961588	-0.098726262	0.22257341
chinacache.com	8794	185542	0.0382195959	0.0918520942	-0.137785038	3.4270532651
navg.com	6364	17074	0.0315362574	0.1433366582	0.0687758857	0.256762913
eplus.com	9179	63986	0.0914969517	0.0545212024	0.4318606718	0.4837836605
palatin.com	12625	29086	-0.140931471	-0.123122488	-0.634641515	1.7030462507
dplinc.com	6515	3814	0.1688301471	0.3418830652	-0.023563865	1.14156813
lannett.com	9567	22632	0.1257537653	0.1406077745	-0.054145559	0.8639867394
elecsyscorp.com	2410	29304	0.0099180046	0.0118628142	0.1684038161	1.0862670005
isoftstone.com	8723	186041	0.0359384429	0.0613996205	0	2.9532499395
rfm.com	3992	30540	0.1323011963	0.0559190958	0.1980176855	1.0744897959
dealertrack.com	12424	164422	0.0856561422	0.1612338307	0.0681223599	1.7796404285
adm.com	12128	1722	0.1046659059	0.0535326351	-0.018865018	0.76223469
intel.com	1810	6008	0.3266071598	0.4730761296	0.0636182028	1.8676816067
immunogen.com	12807	17101	-0.338150837	-1	0.178116262	4.589531004
ncr.com	930	7648	0.0470075671	0.042539946	0.3809521648	0.5653723917
pfsb.com	605228	185209	0.0143954339	0.3413098237	0.2449769059	0.1898355488
csi360.com	10291	179413	-0.526739736	-0.343966435	1.5403059564	1.860597156
pcbancorp.com	3085	23553	-0.008021463	-0.147372711	-0.703960273	0.225457635
spscommerce.com	180	183974	0.0789391845	0.1024508375	0.1703716484	3.2369039392
donaldson.com	6041	4036	0.2099631479	0.1670896435	0.3847042035	2.6271537893
baidu.com	9235	164532	0.3937118505	0.5495716504	1.3473489579	8.3103004398
expediagroup.com	853533	126296	0.1357664734	0.2696991048	-0.013341691	1.2807445368
pharmacyclics.com	10909	61448	-0.200169227	-1	0.9363080169	5.1323267378
bankatfirst.com	3829	17195	0.0278485975	0.3559676631	0.2996039313	0.2051739257
telenav.com	5405	184101	0.4173958093	0.4236337505	-0.132300195	2.0351980198
as-e.com	2036	1554	0.1963028551	0.2431379676	0.1422057657	2.2801368671
oritani.com	6039	176351	0.0093960653	0.2100428604	0.3732463098	0.4268844201
labranche.com	689577	123097	-0.015384877	-0.444050011	0.2676044618	0.7465693248
azz.com	4774	1926	0.2190145067	0.2343080413	0.2568418365	1.2778842866
wuhangeneral.com	3453	109930	0.0625095358	0.137418074	-0.422196134	0.5979390286
northerntrust.com	2789	7982	0.0235473302	0.4904240256	0.0808125666	0.2781386039
anchoragellc.com	689420	178539	0	0	0.0006065934	0.9803025466
meridianbioscience.com	7734	12433	0.3040540104	0.3291118881	0.1154996285	5.7441159027
cott.com	1711	20338	0.12758305	0.1081905396	0.0987816395	0.9575148182
siebertnet.com	12469	7315	-0.110565294	-0.213480982	-0.255412483	0.9488457223
globalcrossing.com	320440	113491	0.1696969697	0.1502491376	-0.09333273	1.0487593766
pendrell.com	7330	136306	-0.352721768	0	0.3888883958	8.3103004398
lunainc.com	974	166583	-0.028370344	-0.018790897	-0.2179082	1.2576425074
