company	firm_id	gvkey	profit_assets	profit_sales	stock_return	valuation
terreno.com	1816	183833	0.0103229602	0.1472925344	0.0589086024	0.9666808887
transalta.com	10883	14391	0.0939583113	0.3925729443	-0.207826821	0.9363098085
antarespharma.com	1546	63700	-0.117443236	-0.496943657	0.7318166796	5.0233514085
trecora.com	9166	1712	0.1767711172	0.0954823251	-0.020045381	1.7738502692
mesalabs.com	5266	7275	0.2967097996	0.3796950727	0.2226412641	3.2318336752
aam.com	10932	117861	0.1150732729	0.1125251629	0.1324578599	0.8000628053
dailyjournal.com	10519	12568	0.0759316822	0.2881659032	0.4205699147	1.0705364406
apple.com	7538	1690	0.3319588332	0.3734377795	0.3252165125	3.5586511316
selective.com	5578	17115	0.0081416311	0.0320912264	0.1192425131	0.2016977397
ultrapetroleum.com	11139	108645	-1	-1	-0.388120558	2.2963770054
cpicorp.com	1070	2555	0.1457632498	0.0380976343	-0.121547	0.9011998307
nationalbeverage.com	6468	24463	0.3389778822	0.120193485	0.0665846089	3.0847155004
genvec.com	8845	111965	-0.720309811	-1	-0.424893655	0.9954285714
arthrocare.com	9897	61996	0.181968768	0.2567077573	0.0918562905	2.0060610019
digitalallyinc.com	2288	162233	-0.059273136	-0.044897264	-0.275000607	0.7250865493
resolutefp.com	2394	2337	0.0581910183	0.0817232956	-0.090034187	0.282914611
bostonprivate.com	6880	29211	0.0190026148	0.3675936399	0.1396409327	0.2192837345
bostonscientific.com	5302	25279	0.0960708873	0.2273417023	0.0730339998	0.7009577801
caleres.com	576	2436	0.1014447533	0.0482111828	1.1081081907	0.6486961456
ohainvestmentcorporation.com	6296	162219	0.0442716171	0.5916812872	0.0872523031	0.8205134445
thorindustries.com	7671	10549	0.1620726051	0.0653118982	0.4475655114	1.2231329693
hallmarkgrp.com	9937	27932	0.0161853484	0.0374312463	0.3433478219	0.3024215655
dexcom.com	5328	162887	-0.45	-0.477477477	0.4597224236	8.9764622642
ingrammicro.com	4748	63919	0.0486748427	0.0147726381	-0.069821065	0.3133986932
uns.com	6001	10757	0.1035839523	0.2933999012	0.2001565667	0.8706768018
nupathe.com	11165	184884	-0.683830496	0	0.8369547358	3.0636494919
mflex.com	3592	160216	0.1192243075	0.1013869283	-0.016545103	0.7694542726
cohu.com	8944	3158	-0.007199744	-0.010901511	-0.021623552	0.7973496818
snl.com	3211	24965	0.5078261435	0.741315216	0.3772292999	9.1801814343
meredith.com	5468	7260	0.1222745238	0.1790835535	0.1073183128	0.8934952505
autoliv.com	3107	64690	0.1639346757	0.1302938295	0.2994986807	1.0758176948
postholdings.com	10610	170527	0.0796032646	0.2268224007	0.0998725344	0.7052882187
wvtc.com	6528	11291	-0.227736218	-0.354090616	-0.132221008	1.7198517666
gartner.com	332	12441	0.1714068601	0.1719870183	0.3235572252	2.7764985379
sodastream.com	9054	185769	0.1339769192	0.126626115	0.3732041312	2.2435366182
ditechholding.com	765707	182788	0.0267630045	0.440500518	1.0975107539	0.9812203574
spscommerce.com	180	183974	0.0420977255	0.0869193059	0.436222386	3.4678206167
midwestone.com	6079	65796	0.0201715845	0.4237786658	0.4286763619	0.2110262107
identiv.com	8853	65552	-0.050874601	-0.056417087	-0.32735334	0.9972212955
pdf.com	4591	144437	0.176798648	0.2453540317	0.9770386393	3.241061323
parkelectro.com	8591	8348	0.0884892401	0.1675825597	0.0189257619	1.6193358799
himax.com.tw	9175	270705	0.1191213137	0.1089975653	1.4963000393	0.7115052224
matrixservicecompany.com	2414	23195	0.132204806	0.0578042503	0.2182218843	0.902855401
bankwithsouthern.com	7241	30055	0.0261786904	0.4516302192	0.0218574957	0.1991831588
apitech.com	4091	164099	0.0805250581	0.1136386297	-0.075470003	0.8969160911
usnrg.com	8249	10938	0.0526319527	0.2278232003	-0.484535531	0.3669715324
genmarkdx.com	2353	184542	-0.304237238	-1	1.1844630258	4.3442425312
stillwatermining.com	11929	31203	0.0575005963	0.1358585631	0.2217980204	1.034371193
picoholdings.com	9527	23768	-0.030383378	-0.135067064	-0.015061674	0.9020528078
xtantmedical.com	8960	185193	-0.120622681	-0.126167374	-0.562936755	1.9863897263
irf.com	3900	6109	0.0605402844	0.0882715203	-0.08702343	0.9034514366
comtechtel.com	1273	3358	0.1006087988	0.1703625285	-0.068314284	0.9370858237
smithmicro.com	9381	61321	-0.410570825	-0.515428466	0.3274327981	0.989236143
howardbank.com	2366	166723	0.0149324703	0.3678626188	-0.151756991	0.1927055455
blackstone.com	8244	177088	0.0348029722	0.2505084662	0.1537370613	0.8183224619
fsbwa.com	12435	181820	0.027707991	0.3987014549	0.2891361952	0.1276795532
morningstar.com	8422	160373	0.1874980805	0.2967758793	0.0660857656	2.8064957503
dcpmidstream.com	4944	165466	0.0606998654	0.1092737295	-0.064785086	1.4069634926
jetpaycorp.com	12214	186158	-0.009254013	0	-0.224212653	1.264879785
r1rcm.com	2056	183636	-0.319006705	-1	-0.496083556	1.9876288401
synaptics.com	7045	142814	0.1443698581	0.1425994294	-0.005972322	1.7435064866
rockwellmed.com	5900	66366	-1	-1	-0.049586119	9.1801814343
cheniere.com	893	176914	0.0283039305	0.401362706	0.2691610725	2.3262875806
kadant.com	10971	25922	0.1257424474	0.1360508333	0.1724897764	0.8412299553
riotinto.com	2956	19565	0.0727122724	0.1660806217	0.2264182964	1.1393875935
bankucb.com	10893	166747	0.0142568204	0.3052281656	0.1543110919	0.1103219783
acceleratediagnostics.com	601	21118	-0.182932497	-1	2.1823780126	4.5785058499
dexyp.com	869879	111631	0.1961548527	0.4278285766	-0.048191539	0.7371175255
purecyclewater.com	3662	8826	-0.01961786	-1	0.5053188092	0.520325859
incyte.com	333	29127	0.0122511115	0.0136269226	0.1065967824	7.7110572334
kaiseraluminum.com	4550	24293	0.1036804565	0.1335931182	0.3696811176	0.8968439201
boulderbrands.com	7531	164408	0.0752704728	0.1388656684	1.4067209551	1.467132094
alcostoresinc.com	12013	4090	0.0599941018	0.0273900246	0.1303719118	0.4419625689
sandridgeenergy.com	12224	176899	0.1122250218	0.4023358044	-0.221815578	0.7574130726
ballantynestrong.com	11932	61285	0.0790689731	0.0465508268	-0.193154285	0.4657977217
abercrombie.com	2726	63643	0.1479935554	0.1084898287	-0.000299654	1.3096654663
aluminalimited.com	1508	16560	-0.005737754	0	-0.145246355	0.9148061666
coffeeholding.com	362	160742	0.1267255804	0.0279115032	-0.084326453	1.0842721188
insperity.com	6729	64302	0.119881365	0.0416592552	0.3559671096	1.1137759531
pega.com	11035	63290	0.1142045817	0.1087089298	-0.225322738	1.9581530494
delekus.com	3911	166563	0.2127148683	0.0639531553	1.2748795735	0.7134117468
stamps.com	2515	121673	0.2003484853	0.2266624013	-0.035591341	2.9501941124
broadwayfederalbank.com	3883	61815	0.0143379726	0.2613531047	-0.576923434	0.2981624489
checkpoint.com	5803	63185	0.1672579674	0.567086345	-0.093261904	2.0828038265
firstharrison.com	11322	117034	0.0221962311	0.4366885204	0.0909616635	0.1599167832
spectrumbrands.com	7186	11670	0.028452025	0.1600201843	0.9177077579	0.157727011
pamtransport.com	11619	12598	0.1291753366	0.1078072579	0.2877454699	0.6674760836
zygo.com	11015	11694	0.172363716	0.2169782482	-0.110481606	1.5511134601
riverbed.com	9467	174317	0.0690600734	0.1670542265	-0.160852551	1.8737607288
teaminc.com	7237	10353	0.1839653482	0.1190928913	0.2786554244	1.5252315572
big5sportinggoods.com	4545	145041	0.1103304972	0.0477059831	0.2995902854	0.8283162839
stewart.com	78	10086	0.0836879839	0.0566892187	1.2597385252	0.4458505689
u-g.com	2473	10902	0.4584024821	0.4594966006	0.3775601296	6.5230767011
asm.com	9791	1166	0.0974085712	0.1030027334	0.2718512523	1.2114978336
wsbonline.com	8188	164365	0.0327336016	0.3376177437	2.1823780126	0.436109004
amedisys.com	11819	30612	0.1227739035	0.0602847628	0.0363712596	0.6216925815
bankofoakridge.com	761	158313	0.0067988718	0.1199320848	0.6477718532	0.0943935558
perion.com	831	165923	0.0921248143	0.1883997808	1.2632922942	0.9476457263
lfg.com	12502	6742	0	0	0.3526613143	0.0943935558
energyservicesofamerica.com	834250	174282	-0.076193186	-0.028864136	-0.635688365	0.79300656
petrochina.com.cn	5185	133870	0.1496088355	0.1478096827	0.2040983047	0.9610681307
dynatronics.com	1312	4124	0.0311701919	0.0150328449	-0.161735258	0.7960865562
wave.com	2241	30649	-1	-0.83740683	-0.669585956	4.1270620941
cadence.com	6323	13421	0.1332228248	0.2297010609	0.2990376769	1.8533038391
forwardair.com	350	29206	0.2619148419	0.1788924896	0.1034250463	2.5613332849
westpac.com.au	1089	15362	0.0177979607	0.2836332019	0.4498441119	0.3450309925
gd.com	412214	5046	0.1206097525	0.1306104413	0.0824953743	0.8280042549
support.com	144	133825	-0.037537248	-0.046043305	0.8533345488	2.353388323
amnhealthcare.com	5630	144520	0.1265612135	0.0686418904	1.6072231482	1.3270866432
eletrobras.com	12640	201792	0.019996909	0.1010841657	-0.64725936	0.3564311646
homebancshares.com	7940	164633	0.0315466523	0.6085748457	0.299055085	0.2719450229
kayak.com	10477	186473	0.1126438666	0.1643328334	0.1835505865	3.5972110667
smithfieldfoods.com	10773	9774	0.135687532	0.0769113278	-0.11161378	0.7091794454
